destacado,ccaa,provincia,municipio,mostrar,id,nombre,codigo_ine,titularidad,derribo,doble_titu,fin,uso,descripcion,direccion,latitud,longitud,coor_google,foto_1,fuente_1,foto_2,fuente_2,foto_3,fuente_3,participante,anadido
,Región de Murcia,Región de Murcia,Campos del Río,true,3001401,Trampolin Hills Golf Resort,30014,Privada,,false,Residencial,Sin uso,"Varias fases del proyecto Trampolin Hills Golf Resort se desarrollaron sin la calificación del suelo como urbanizable; desde el Ayuntamiento de Campos del Río informan de que ahora todo él ha vuelto a ser rústico. En 2009, la promotora encargada entró en concurso de acreedores y su promotor fue inhabilitado durante siete años en 2019, según explican en <a href=""https://www.laopiniondemurcia.es/municipios/2019/06/29/inhabilitan-promotor-trampolin-hills-durante-34012976.html"" target=""_blank""><i>La Opinión de Murcia</i></a>. Desde el consistorio confirman que el proyecto no se ha retomado y solo quedan en pie un par de viviendas piloto. Las imágenes más recientes en Google son de octubre de 2012, pero en las de octubre de 2008 se pueden ver aún las banderas distintivas de la promotora.",30191,38.0263717,-1.3399072,"https://www.google.com/maps/@38.0263717,-1.3399072,3a,75y,125.71h,71.87t/data=!3m7!1e1!3m5!1sr_jFzvfPNly_lZZVZGW2mw!2e0!5s20121001T000000!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Campos del Río,false,3001401,Trampolin Hills Golf Resort,30014,Privada,,false,Residencial turístico/hotelero,Sin uso,"Varias fases del proyecto Trampolin Hills Golf Resort se desarrollaron sin la calificación del suelo como urbanizable; desde el Ayuntamiento de Campos del Río informan de que ahora todo él ha vuelto a ser rústico. En 2009, la promotora encargada entró en concurso de acreedores y su promotor fue inhabilitado durante siete años en 2019, según explican en <a href=""https://www.laopiniondemurcia.es/municipios/2019/06/29/inhabilitan-promotor-trampolin-hills-durante-34012976.html"" target=""_blank""><i>La Opinión de Murcia</i></a>. Desde el consistorio confirman que el proyecto no se ha retomado y solo quedan en pie un par de viviendas piloto. Las imágenes más recientes en Google son de octubre de 2012, pero en las de octubre de 2008 se pueden ver aún las banderas distintivas de la promotora.",30191,38.0263717,-1.3399072,"https://www.google.com/maps/@38.0263717,-1.3399072,3a,75y,125.71h,71.87t/data=!3m7!1e1!3m5!1sr_jFzvfPNly_lZZVZGW2mw!2e0!5s20121001T000000!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Región de Murcia,Región de Murcia,Campos del Río,false,3001401,Trampolin Hills Golf Resort,30014,Privada,,false,Comercial/ocio,Sin uso,"Varias fases del proyecto Trampolin Hills Golf Resort se desarrollaron sin la calificación del suelo como urbanizable; desde el Ayuntamiento de Campos del Río informan de que ahora todo él ha vuelto a ser rústico. En 2009, la promotora encargada entró en concurso de acreedores y su promotor fue inhabilitado durante siete años en 2019, según explican en <a href=""https://www.laopiniondemurcia.es/municipios/2019/06/29/inhabilitan-promotor-trampolin-hills-durante-34012976.html"" target=""_blank""><i>La Opinión de Murcia</i></a>. Desde el consistorio confirman que el proyecto no se ha retomado y solo quedan en pie un par de viviendas piloto. Las imágenes más recientes en Google son de octubre de 2012, pero en las de octubre de 2008 se pueden ver aún las banderas distintivas de la promotora.",30191,38.0263717,-1.3399072,"https://www.google.com/maps/@38.0263717,-1.3399072,3a,75y,125.71h,71.87t/data=!3m7!1e1!3m5!1sr_jFzvfPNly_lZZVZGW2mw!2e0!5s20121001T000000!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cantabria,Cantabria,Vega de Pas,true,3909701,Túnel de la Engaña,39097,Pública,,false,Infraestructuras ,Sin uso,"Según se recoge en <a href=""https://www.lavanguardia.com/historiayvida/historia-contemporanea/20220425/8210413/tunel-engana-naufragio-anunciado.html"" target=""_blank""><i>La Vanguardia</i></a>, el túnel de La Engaña se perfiló en la década de 1940 como la solución para atravesar la cordillera cantábrica y así crear el tramo que uniría Santander con el Mediterráneo. Siete kilómetros separaban Cantabria de Burgos pero, poco antes de acabar con la infraestructura, se suspendió el proyecto. Destacan en <a href=""https://www.burgosconecta.es/provincia/merindades/tunel-engana-puesta-20221111104106-nt.html"" target=""_blank""><i>BURGOSconecta</i></a> que en es la región cántabra donde más esfuerzos se han hecho para poner el valor el túnel, pero el medio <a href=""https://cantabrialiberal.com/opinion/revilla-y-el-psoe-una-mochila-de-plomo-para-la-economia-de-cantabria-por-maria-jose-saenz-de-buruaga-presidenta-del-partido-popular,666058.html"" target=""_blank""><i>Cantabria liberal</i></a> informa de que el Gobierno regional decidió no impulsar la creación de un teleférico en la zona.","Barrio Yera s/n, 39685",43.115524,-3.7418861,"https://www.google.com/maps/place/T%C3%BAnel+de+la+Enga%C3%B1a/@43.115524,-3.7418861,3a,75y,90t/data=!4m6!3m5!1s0xd4ed530275b02d1:0x317b77e7eff04625!8m2!3d43.1158838!4d-3.7420759!16s%2Fm%2F0j446q6",https://rtve.es/contenidos/fotos/datos/2023/hormigon/vegapas_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/vegapas_12.jpg,,,,Enrique Sánchez,Previo al lanzamiento del proyecto
,Aragón,Zaragoza,La Muela,true,5018201,Urbanización Ciudad Zaragoza Golf,50182,Privada,,false,Residencial,Uso parcial,"El proyecto Ciudad Zaragoza Golf se pensó para hacer de La Muela una de las localidades más pobladas de la provincia de Zaragoza, solo por detrás de la capital. Las construcciones llevan paradas casi 20 años, según explicaban en el programa de TVE <a href=""https://www.rtve.es/rtve/20191016/comando-actualidad-recorre-restos-del-boom-inmobiliario-10-anos-despues/1982121.shtml"" target=""_blank""><i>Comando actualidad</i></a>. Lo único que se puso en funcionamiento fue el campo de golf y un bloque de pisos, aunque solo una parte de él estaba habitado, tal y como explicaban en 2014 en <a href=""https://www.elperiodicodearagon.com/aragon/2014/10/12/urbanizacion-denuncia-abandono-administracion-47250065.html"" target=""_blank""><i>El Periódico de Aragón</i></a>. Este edificio se vio envuelto en una campaña de desinformación recientemente, tal y como revelaron desde <a href=""https://www.rtve.es/noticias/20230425/foto-falsa-edificio-no-viviendas-sareb-alquiler-social/2441466.shtml"" target=""_blank"">VerificaRTVE</a>.",50196,41.6099932,-1.0567447,"https://www.google.com/maps/@41.6099932,-1.0567447,3a,31.8y,29.93h,91.22t/data=!3m6!1e1!3m4!1szViA3yN941Vp07V-xiqvYQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,VerificaRTVE,Previo al lanzamiento del proyecto
,Andalucía,Málaga,Estepona,true,2905101,Urbanización Dominion Heights,29051,Privada,,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Las imágenes de satélite de Google Maps, de diciembre de 2022, muestran que la urbanización Dominion Heights sigue abandonada. Vecinos de la zona apuntan a que se quedó parada hace más de 30 años por temas económicos y nunca se llegó a usar, aunque en ocasiones se ha visto a gente utilizándola como escenario de partidas de <i>paintball</i>.",29689,36.4521584,-5.0918455,"https://www.google.com/maps/@36.4519765,-5.0917983,3a,75y,45.42h,91.34t/data=!3m6!1e1!3m4!1shJdrZnLw1gPPaMCU1WkmCg!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/estepona_1.jpg,Lucía Recio,https://rtve.es/contenidos/fotos/datos/2023/hormigon/estepona_12.jpg,Lucía Recio,https://rtve.es/contenidos/fotos/datos/2023/hormigon/estepona_13.jpg,Lucía Recio,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Comunidad Valenciana,Alicante,Dénia,true,0306301,Urbanización El Greco,03063,Privada,,false,Residencial,Sin uso,"Aunque ahora se conoce como el ""pueblo fantasma"" de Dénia, son los restos de la Urbanización El Greco, que constaba de más de un centenar de viviendas construidas por una empresa suiza en 1973. Las obras fueron paralizadas por la declaración de Parque Natural del Montgó, zona donde está ubicada (Lloma de Castanyar), lo que obligó a revocar la licencia de construcción que fue concedida en su momento por el ayuntamiento de la localidad. Desde hace tiempo está llena de grafitis, <a href=""https://www.denia.com/el-greco-de-pueblo-fantasma-a-una-peligrosa-galeria-de-arte-grafitero/"" target=""_blank"">como muestran en <i>Dénia.com</i></a>. Desde 2008 pesa una orden de demolición, valorada en 400.000 euros, que ni el Ayuntamiento de Dénia (que concedió la licencia de construcción), ni la Conselleria de Medio Ambiente (responsable de la orden y del parque), ni la constructora (Sefti, junto a Dragados y Construcciones) han asumido, <a href=""https://lamarinaplaza.com/2023/02/13/demolicion-el-greco-denia/"" target=""_blank"">tal y como explican en <i>La Marina Plaza</i></a>.","Carrer Siri, 03700",38.8176757,0.1542833,"https://www.google.com/maps/@38.8215765,0.1577006,3a,15y,191.98h,97t/data=!3m7!1e1!3m5!1s2C3TxJtVIYAByzue4IiNVQ!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3D2C3TxJtVIYAByzue4IiNVQ%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D231.00938%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,Anónimo,02/06/2023
,Castilla y León,León,Campo y Santibáñez (Cuadros),true,2406101,Urbanización en Campo y Santibáñez,24061,Privada,,false,Residencial,Uso parcial,"Según informan desde el Centro Territorial de Castilla y León, se trata de una urbanización que a quedado a medias de construir desde que estalló la burbuja inmobiliaria. Se localiza en Campo y Santibáñez, perteneciente al municipio de Cuadros, y en algunos portales inmobiliarios el proyecto está a la venta. Desde el Ayuntamiento de Cuadros comentan que lleva abandonada desde la crisis de 2008 y que, de la veintena de los inmuebles, solo se vendió uno.","Calle Real, LE-4514, 24610",42.680392,-5.6340504,"https://www.google.com/maps/@42.680392,-5.6340504,3a,75y,78.67h,92.09t/data=!3m6!1e1!3m4!1sVPexQT9bkHE64h39eDmmjQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuadros_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuadros_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuadros_13.jpg,,Carmen Bayón (Centro Territorial RTVE Castilla y León),Previo al lanzamiento del proyecto
,Castilla y León,Ávila,Cuevas del Valle,true,0506601,Urbanización en Cuevas del Valle,05066,Privada,,false,Residencial,Sin uso,"Las imágenes de Google Maps, de junio de 2015, muestran que se trata de una hilera de viviendas sin acabar. Desde otros puntos, <a href=""https://www.google.com/maps/@40.2978537,-5.0068858,3a,30.2y,318h,86.82t/data=!3m6!1e1!3m4!1suMy3QnpK0sB7DAENXnU9TA!2e0!7i16384!8i8192?hl=es"" target=""_blank"">como la carretera que transcurre paralela a las edificaciones</a>, se observa que llevan así desde noviembre de 2009 y que su estado se mantiene invariable también en septiembre de 2021. Por el momento no se ha obtenido más información.","Cuesta de los Llanos 50, 05414",40.2980474,-5.0076083,"https://www.google.com/maps/@40.2980474,-5.0076083,3a,75y,31.05h,97.6t/data=!3m6!1e1!3m4!1sJNBfr7iTMZAiC_1FE-jb9A!2e0!7i13312!8i6656?hl=es",https://rtve.es/contenidos/fotos/datos/2023/hormigon/cuevasvalle_1.jpg,,,,,,José Galarón Medina,Previo al lanzamiento del proyecto
destacado,Asturias,Asturias,La Corrada (Soto del Barco),true,3306901,Urbanización en La Corrada,33069,Privada,,false,Residencial,Sin uso,"Según cuenta Jaime Pérez, policía local en el concejo de Soto del Barco, las viviendas se ubican entre La Corrada y La Ferrería, en lo que antes fue un prado de uso ganadero. Las casas no cuentan con servicios como alumbrado, red eléctrica o saneamiento. El proyecto se pensó para ""aprovechar el momento económico"", aunque realmente no había tanta demanda de viviendas. Por el momento, comenta Pérez, no suponen ningún peligro y el impacto visual que supone su abandono no es grave ""porque están medio ocultas"". Las imágenes de Google Maps permiten comprobar que en septiembre de 2008 aún había algo de movimiento en la zona.","Carretera del Reguero 2, 33458",43.5244267,-6.0430208,"https://www.google.es/maps/@43.5244267,-6.0430208,3a,75y,198.53h,87.99t/data=!3m7!1e1!3m5!1sQSk7_fZyhb89kbiVeq6Pgg!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DQSk7_fZyhb89kbiVeq6Pgg%26cb_client%3Dsearch.revgeo_and_fetch.gps%26w%3D96%26h%3D64%26yaw%3D113.632%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656?hl=es&shorturl=1",https://rtve.es/contenidos/fotos/datos/2023/hormigon/lacorrada_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lacorrada_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/lacorrada_13.jpg,,En Portada (RTVE),Previo al lanzamiento del proyecto
,Castilla y León,Ávila,Navalperal de Pinares,true,0516101,Urbanización en Navalperal de Pinares,05161,Privada,,false,Residencial,Sin uso,"Según informan desde la <a href=""https://www.neourbe.com/"" target=""_blank"">inmobiliaria Neourbe</a>, se trata de una promoción urbanística de al menos 25 chalets distribuidos en varias calles del municipio de Navalperal de Pinares. Las construcciones llevan paradas alrededor de 15 años y nunca se llegaron a terminar. Actualmente están abandonados, vandalizados y en mal estado. En algunos portales web se ofrece la posibilidad de adquirir estos terrenos urbanizables.","Calle Islas Canarias, 05240",40.5919391,-44.061.569,"https://www.google.com/maps/@40.5919391,-4.4061569,3a,75y,306.21h,88.1t/data=!3m7!1e1!3m5!1sme_yZMokpB84zVL0ZnwIRw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3Dme_yZMokpB84zVL0ZnwIRw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D347.87964%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/navalperalpinares_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/navalperalpinares_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/navalperalpinares_13.jpg,,Neourbe,Previo al lanzamiento del proyecto
,Castilla y León,Salamanca,Pelabravo,true,3724001,Urbanización La Ladera,37240,Privada,,false,Residencial,Sin uso,"El proyecto de urbanización La Ladera preveía añadir al municipio de Pelabravo casi 2.000 nuevos habitantes. El estado actual, según se recoge en <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg y en las imágenes de Google Maps hasta noviembre de 2014, es que sigue sin edificar, con obras de urbanización y jardinería inconclusas. Por el momento no se ha obtenido más información desde el ayuntamiento.","Carretera de Santa Marta de Tormes a Nuevo Naharros, Pelabravo, 37181",40.9597516,-5.590414,"https://www.google.com/maps/@40.9597516,-5.590414,3a,75y,180.25h,76.13t/data=!3m6!1e1!3m4!1s4WLw04DxncjHKWZiouiaTw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla y León,Ávila,Barrio del Pradillo (Blascosancho),true,0503501,Urbanización La Loma,05035,Privada,,false,Residencial,Sin uso,"Se trata de una promoción de 21 viviendas adosadas en la urbanización La Loma, cerca de Barrio del Pradillo, en el municipio de Blascosancho. Fuentes del consistorio afirman que lleva así desde que estalló la crisis económica y que ha pasado por distintas entidades bancarias. El único cambió que se sopesó fue vallar el perímetro, pero ni siquiera eso se ha llegado a ejecutar. En algunos portales web se ofrece la posibilidad de comprar las viviendas. Las imágenes de Google Maps, de julio de 2022, muestran el estado actual de la construcción, y que lleva así por lo menos desde diciembre de 2008.","CL-507, 05290",40.8868643,-4.6137669,"https://www.google.com/maps/@40.8868643,-4.6137669,3a,75y,148.06h,93.71t/data=!3m6!1e1!3m4!1sC8-9uxWWlskcYh-KaveYzQ!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,DatosRTVE,Previo al lanzamiento del proyecto
,Andalucía,Granada,Otura,true,1814901,Urbanización Las Alondras,18149,Privada,,false,Residencial,Uso parcial,"El proyecto de la Urbanización Las Alondras será rehabilitado próximamente, gracias a la intervención del Ayuntamiento, que ha desbloqueado y solucionado los problemas que rodeaban al plan. Según apunta el diario <a href=""https://www.granadahoy.com/area_metropolitana/fin-problemas-urbanisticos-Alondras-Otura-decada_0_1688831887.html"" target=""_blank""><i>Granada Hoy</i></a>, el equipo de gobierno del PP que aprobó el plan fue condenado en el año 2015 a penas de multa e inhabilitación por prevaricación urbanística. Desde el área de urbanismo del consistorio comentan que todo sigue tal y como se ve en las imágenes de Google Maps de febrero de 2023.","Avenida Azalea 97, 18630",37.0784795,-3.6238017,"https://www.google.com/maps/@37.0784795,-3.6238017,3a,75y,151.88h,82.77t/data=!3m6!1e1!3m4!1s8ra-lYvVhiAvWN6QAccZ6w!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto1.png,,,,,,"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Castilla y León,Zamora,Corrales del Vino,true,4905401,Urbanización Lomas de Valparaíso,49054,Privada,,false,Residencial,Sin uso,"Localizado gracias a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Algunas imágenes panorámicas de Google Maps, de abril de 2018, muestran pequeñas construcciones pero sin una ordenación clara. Desde el Ayuntamiento de Corrales del Vino confirman que ese proyecto lleva abandonado años y que se pretende impulsar una modificación en el tipo de suelo de esa zona para que pase de urbanizable a rústico.","Carretera N-630, 49706",41.2835993,-5.719595,"https://www.google.com/maps/@41.2835993,-5.719595,3a,75y,60.07h,77.99t/data=!3m6!1e1!3m4!1s7CYDBeViY12Lz7MX3BrUYw!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/construccion_sinfoto2.png,,,,,,Cadáveres inmobiliarios,Previo al lanzamiento del proyecto
destacado,Castilla y León,Burgos,Buniel,true,0905801,Urbanización Soto del Real,09058,Privada,,false,Residencial,Sin uso,"La Urbanización Ciudad Jardín Soto del Real, proyectada por la promotora Martinsa-Fadesa, lleva congelada desde hace casi 20 años. En 2008, la empresa entró en concurso de acreedores y supuso el fin del sueño de muchos en Buniel. Para el ayuntamiento, los restos del plan se han convertido en un problema que incluye vandalismo y saqueos. Su alcalde, Jesús Díez Monzón, teme que ocurra algún accidente en la zona.","Autovía A-62, 09230",42.3138877,-3.8190581,"https://www.google.com/maps/@42.3138877,-3.8190581,3a,75y,91.28h,87.56t/data=!3m6!1e1!3m4!1saJtOo4SK91t-MNckqC5vyA!2e0!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/buniel_1.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/buniel_12.jpg,,https://rtve.es/contenidos/fotos/datos/2023/hormigon/buniel_13.jpg,,En Portada (RTVE),Previo al lanzamiento del proyecto
,Cataluña,Lleida,Espuy (La Torre de Cabdella),true,2522701,Vallfosca Mountain y Golf Resort,25227,Privada,,false,Residencial,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Del proyecto Vallfosca Mountain y Golf Resort quedan algunas estructuras en pie, pero también otras a medio construir. El portal <a href=""https://www.lugaresdenieve.com/?q=es/reportaje/historia-del-proyecto-fallido-vallfosca-interllacs-esqui-resort"" target=""_blank""><i>Lugares de Nieve</i></a> hizo en 2018 un extenso reportaje mostrando cómo iba a ser este ""referente del sur de Europa"". Las imágenes de Google Maps no van más allá de agosto de 2009, pero desde el Ayuntamiento de La Torre de Cabdella confirman que todo continúa igual. Las construcciones han salido a subasta pública y algunas parcelas están ahora en manos de varios bancos.","L-503, 25515",42.4545211,0.9899281,"https://www.google.com/maps/@42.4545211,0.9899281,3a,75y,264.14h,91.41t/data=!3m7!1e1!3m5!1sD1vawoaIIvn01uvJ5oqQFw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DD1vawoaIIvn01uvJ5oqQFw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D126.32302%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_1.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_12.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_13.jpg,Laurent Dominique (EFE),"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cataluña,Lleida,Espuy (La Torre de Cabdella),false,2522701,Vallfosca Mountain y Golf Resort,25227,Privada,,false,Deportivo,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Del proyecto Vallfosca Mountain y Golf Resort quedan algunas estructuras en pie, pero también otras a medio construir. El portal <a href=""https://www.lugaresdenieve.com/?q=es/reportaje/historia-del-proyecto-fallido-vallfosca-interllacs-esqui-resort"" target=""_blank""><i>Lugares de Nieve</i></a> hizo en 2018 un extenso reportaje mostrando cómo iba a ser este ""referente del sur de Europa"". Las imágenes de Google Maps no van más allá de agosto de 2009, pero desde el Ayuntamiento de La Torre de Cabdella confirman que todo continúa igual. Las construcciones han salido a subasta pública y algunas parcelas están ahora en manos de varios bancos.","L-503, 25515",42.4545211,0.9899281,"https://www.google.com/maps/@42.4545211,0.9899281,3a,75y,264.14h,91.41t/data=!3m7!1e1!3m5!1sD1vawoaIIvn01uvJ5oqQFw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DD1vawoaIIvn01uvJ5oqQFw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D126.32302%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_1.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_12.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_13.jpg,Laurent Dominique (EFE),"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cataluña,Lleida,Espuy (La Torre de Cabdella),false,2522701,Vallfosca Mountain y Golf Resort,25227,Privada,,false,Comercial/ocio,Sin uso,"Localizado gracias a <i>Ruinas Modernas. Una topografía de lucro</i>, de Julia Schulz-Dornburg, y a la base de datos en <a href=""https://github.com/cadaveresinmob"" target=""_blank"">GitHub</a> de la antigua web Cadáveres inmobiliarios. Del proyecto Vallfosca Mountain y Golf Resort quedan algunas estructuras en pie, pero también otras a medio construir. El portal <a href=""https://www.lugaresdenieve.com/?q=es/reportaje/historia-del-proyecto-fallido-vallfosca-interllacs-esqui-resort"" target=""_blank""><i>Lugares de Nieve</i></a> hizo en 2018 un extenso reportaje mostrando cómo iba a ser este ""referente del sur de Europa"". Las imágenes de Google Maps no van más allá de agosto de 2009, pero desde el Ayuntamiento de La Torre de Cabdella confirman que todo continúa igual. Las construcciones han salido a subasta pública y algunas parcelas están ahora en manos de varios bancos.","L-503, 25515",42.4545211,0.9899281,"https://www.google.com/maps/@42.4545211,0.9899281,3a,75y,264.14h,91.41t/data=!3m7!1e1!3m5!1sD1vawoaIIvn01uvJ5oqQFw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DD1vawoaIIvn01uvJ5oqQFw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D126.32302%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656",https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_1.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_12.jpg,Laurent Dominique (EFE),https://rtve.es/contenidos/fotos/datos/2023/hormigon/espuy_13.jpg,Laurent Dominique (EFE),"<i>Ruinas Modernas. Una topografía de lucro<i>, de Julia Schulz-Dornburg",Previo al lanzamiento del proyecto
,Cataluña,Barcelona,Rubí,true,0818401,Vivienda en Rubí,08184,Privada,,false,Residencial,Sin uso,"En <a href=""https://www.solvia.es/es/propiedades/comprar/en-construccion-rubi-80534-102660"" target=""_blank"">Solvia</a> se anuncia esta vivienda unifamiliar. Según nos cuentan fuentes de la inmobiliaria, lleva en venta desde hace tres años y solo recibe, como mucho, cuatro o cinco llamadas al año.","Calle Sagunto 21, 08191",41.5004116,2.0358572,"https://www.google.com/maps/@41.5004116,2.0358572,3a,75y,138.36h,96.56t/data=!3m6!1e1!3m4!1s7-YEhPprJ9H8f4_nvR0WPw!2e0!7i16384!8i8192",https://rtve.es/contenidos/fotos/datos/2023/hormigon/rubi_1.jpg,Solvia Inmobiliaria,https://rtve.es/contenidos/fotos/datos/2023/hormigon/rubi_12.jpg,Solvia Inmobiliaria,https://rtve.es/contenidos/fotos/datos/2023/hormigon/rubi_13.jpg,Solvia Inmobiliaria,DatosRTVE,Previo al lanzamiento del proyecto
,Andalucía,Almería,Níjar,true,0406601,Viviendas abandonadas,04066,Privada,,false,Residencial,Sin uso,"Según explica David Hume, en esa zona hay tres viviendas abandonadas ""seguramente nunca usadas"" en el término municipal de Níjar, cerca de Rodalquilar y La Isleta. Se encuentran a 364 metros de altitud y cuentan con unas ""vistas preciosas""; también webs dedicadas al senderismo, como <a href=""https://senderosdealmeria.es/cabo-de-gata/sendero-requena/"" target=""_blank"">Senderos de Almería</a>, las mencionan en la ruta de ""Sendero Requena"". En Google Maps no se ofrece la opción de Google Street View en esa zona, pero algunos usuarios han subido imágenes aéreas en las que se divisan estas construcciones. Por el momento no se dispone de más detalles desde por parte del Ayuntamiento de Níjar y la foto que aparece ilustrando la zona data de 2019.","Cortijo de la Rellana, 04118",36.833056,-2.059444,"https://www.google.com/maps/place/36%C2%B049'59.0%22N+2%C2%B003'34.0%22W/@36.8329402,-2.0593611,15z/data=!4m4!3m3!8m2!3d36.8330556!4d-2.0594444?entry=ttu",https://rtve.es/contenidos/fotos/datos/2023/hormigon/nijar_1.jpg,,,,,,David Hume,02/06/2023
